Date,Open,High,Low,Close,Volume,Adj Close
2004-08-24,1095.68,1100.94,1092.82,1096.19,1092500000,1096.19
2004-08-23,1098.35,1101.40,1094.73,1095.68,1021900000,1095.68
2004-08-20,1091.23,1100.26,1089.57,1098.35,1199900000,1098.35
2004-08-19,1095.17,1095.17,1086.28,1091.23,1249400000,1091.23
2004-08-18,1081.71,1095.17,1078.93,1095.17,1282500000,1095.17
2004-08-17,1079.34,1086.78,1079.34,1081.71,1267800000,1081.71
2004-08-16,1064.80,1080.66,1064.80,1079.34,1206200000,1079.34
2004-08-13,1063.23,1067.58,1060.72,1064.80,1175100000,1064.80
2004-08-12,1075.79,1075.79,1062.82,1063.23,1405100000,1063.23
2004-08-11,1079.04,1079.04,1065.92,1075.79,1410400000,1075.79
2004-08-10,1065.22,1079.04,1065.22,1079.04,1245600000,1079.04
2004-08-09,1063.97,1069.46,1063.97,1065.22,1086000000,1065.22
2004-08-06,1080.70,1080.70,1062.23,1063.97,1521000000,1063.97
2004-08-05,1098.63,1098.79,1079.98,1080.70,1397400000,1080.70
2004-08-04,1099.69,1102.45,1092.40,1098.63,1369200000,1098.63
2004-08-03,1106.62,1106.62,1099.26,1099.69,1338300000,1099.69
2004-08-02,1101.72,1108.60,1097.34,1106.62,1276000000,1106.62
2004-07-30,1100.43,1103.73,1096.96,1101.72,1298200000,1101.72
2004-07-29,1095.42,1103.51,1095.42,1100.43,1530100000,1100.43
2004-07-28,1094.83,1098.84,1082.17,1095.42,1554300000,1095.42
2004-07-27,1084.07,1096.65,1084.07,1094.83,1610800000,1094.83
2004-07-26,1086.20,1089.82,1078.78,1084.07,1413400000,1084.07
2004-07-23,1096.84,1096.84,1083.56,1086.20,1337500000,1086.20
2004-07-22,1093.88,1099.66,1084.16,1096.84,1680800000,1096.84
2004-07-21,1108.67,1116.27,1093.88,1093.88,1679500000,1093.88
2004-07-20,1100.90,1108.88,1099.10,1108.67,1445800000,1108.67
2004-07-19,1101.39,1105.52,1096.55,1100.90,1319900000,1100.90
2004-07-16,1106.69,1112.17,1101.07,1101.39,1450300000,1101.39
2004-07-15,1111.47,1114.63,1106.67,1106.69,1408700000,1106.69
2004-07-14,1115.14,1119.60,1107.83,1111.47,1462000000,1111.47
2004-07-13,1114.35,1116.30,1112.99,1115.14,1199700000,1115.14
2004-07-12,1112.81,1116.11,1106.71,1114.35,1114600000,1114.35
2004-07-09,1109.11,1115.57,1109.11,1112.81,1186300000,1112.81
2004-07-08,1118.33,1119.12,1108.72,1109.11,1401100000,1109.11
2004-07-07,1116.21,1122.37,1114.92,1118.33,1328600000,1118.33
2004-07-06,1125.38,1125.38,1113.21,1116.21,1283300000,1116.21
2004-07-02,1128.94,1129.15,1123.26,1125.38,1085000000,1125.38
2004-07-01,1140.84,1140.84,1123.06,1128.94,1495700000,1128.94
2004-06-30,1136.20,1144.20,1133.62,1140.84,1473800000,1140.84
2004-06-29,1133.35,1138.26,1131.81,1136.20,1375000000,1136.20
2004-06-28,1134.43,1142.60,1131.72,1133.35,1354600000,1133.35
2004-06-25,1140.65,1145.97,1134.24,1134.43,1812900000,1134.43
2004-06-24,1144.06,1146.34,1139.94,1140.65,1394900000,1140.65
2004-06-23,1134.41,1145.15,1131.73,1144.06,1444200000,1144.06
2004-06-22,1130.30,1135.05,1124.37,1134.41,1382300000,1134.41
2004-06-21,1135.02,1138.05,1129.64,1130.30,1123900000,1130.30
2004-06-18,1132.05,1138.96,1129.83,1135.02,1500600000,1135.02
2004-06-17,1133.56,1133.56,1126.89,1132.05,1296700000,1132.05
2004-06-16,1132.01,1135.28,1130.55,1133.56,1168400000,1133.56
2004-06-15,1125.29,1137.36,1125.29,1132.01,1345900000,1132.01
2004-06-14,1136.47,1136.47,1122.16,1125.29,1179400000,1125.29
2004-06-10,1131.33,1136.47,1131.33,1136.47,1160600000,1136.47
2004-06-09,1142.18,1142.18,1131.17,1131.33,1276800000,1131.33
2004-06-08,1140.42,1142.18,1135.45,1142.18,1190300000,1142.18
2004-06-07,1122.50,1140.54,1122.50,1140.42,1211800000,1140.42
2004-06-04,1116.64,1129.17,1116.64,1122.50,1115300000,1122.50
2004-06-03,1124.99,1125.31,1116.57,1116.64,1232400000,1116.64
2004-06-02,1121.20,1128.10,1118.64,1124.99,1251700000,1124.99
2004-06-01,1120.68,1122.70,1113.32,1121.20,1238000000,1121.20
2004-05-28,1121.28,1122.69,1118.10,1120.68,1172600000,1120.68
2004-05-27,1114.94,1123.95,1114.86,1121.28,1447500000,1121.28
2004-05-26,1113.05,1116.71,1109.91,1114.94,1369400000,1114.94
2004-05-25,1095.41,1113.80,1090.74,1113.05,1545700000,1113.05
2004-05-24,1093.56,1101.28,1091.77,1095.41,1227500000,1095.41
2004-05-21,1089.19,1099.64,1089.19,1093.56,1258600000,1093.56
2004-05-20,1088.68,1092.62,1085.43,1089.19,1211000000,1089.19
2004-05-19,1091.49,1105.93,1088.49,1088.68,1548600000,1088.68
2004-05-18,1084.10,1094.10,1084.10,1091.49,1353000000,1091.49
2004-05-17,1095.70,1095.70,1079.36,1084.10,1430100000,1084.10
2004-05-14,1096.44,1102.10,1088.24,1095.70,1335900000,1095.70
2004-05-13,1097.28,1102.77,1091.76,1096.44,1411100000,1096.44
2004-05-12,1095.45,1097.55,1076.32,1097.28,1697600000,1097.28
2004-05-11,1087.12,1095.69,1087.12,1095.45,1533800000,1095.45
2004-05-10,1098.70,1098.70,1079.63,1087.12,1918400000,1087.12
2004-05-07,1113.99,1117.30,1098.63,1098.70,1653600000,1098.70
2004-05-06,1121.53,1121.53,1106.30,1113.99,1509300000,1113.99
2004-05-05,1119.55,1125.07,1117.90,1121.53,1469000000,1121.53
2004-05-04,1117.49,1127.74,1112.89,1119.55,1662100000,1119.55
2004-05-03,1107.30,1118.72,1107.30,1117.49,1571600000,1117.49
2004-04-30,1113.89,1119.26,1107.23,1107.30,1634700000,1107.30
2004-04-29,1122.41,1128.80,1108.04,1113.89,1859000000,1113.89
2004-04-28,1138.11,1138.11,1121.70,1122.41,1855600000,1122.41
2004-04-27,1135.53,1146.56,1135.53,1138.11,1518000000,1138.11
2004-04-26,1140.60,1145.08,1132.91,1135.53,1290600000,1135.53
2004-04-23,1139.93,1141.92,1134.81,1140.60,1396100000,1140.60
2004-04-22,1124.09,1142.77,1121.95,1139.93,1826700000,1139.93
2004-04-21,1118.15,1125.72,1116.03,1124.09,1738100000,1124.09
2004-04-20,1135.82,1139.26,1118.09,1118.15,1508500000,1118.15
2004-04-19,1134.56,1136.18,1129.84,1135.82,1194900000,1135.82
2004-04-16,1128.84,1136.80,1126.90,1134.61,1487800000,1134.61
2004-04-15,1128.17,1134.08,1120.75,1128.84,1568700000,1128.84
2004-04-14,1129.44,1132.52,1122.15,1128.17,1547700000,1128.17
2004-04-13,1145.20,1147.78,1127.70,1129.44,1423200000,1129.44
2004-04-12,1139.32,1147.29,1139.32,1145.20,1102400000,1145.20
2004-04-08,1140.53,1148.97,1134.52,1139.32,1199800000,1139.32
2004-04-07,1148.16,1148.16,1138.41,1140.53,1458800000,1140.53
2004-04-06,1150.57,1150.57,1143.30,1148.16,1397700000,1148.16
2004-04-05,1141.81,1150.57,1141.64,1150.57,1413700000,1150.57
2004-04-02,1132.17,1144.81,1132.17,1141.81,1629200000,1141.81
2004-04-01,1126.21,1135.67,1126.20,1132.17,1560700000,1132.17
2004-03-31,1127.00,1130.83,1121.46,1126.21,1560700000,1126.21
2004-03-30,1122.47,1127.60,1119.66,1127.00,1332400000,1127.00
2004-03-29,1108.06,1124.37,1108.06,1122.47,1405500000,1122.47
2004-03-26,1109.19,1115.27,1106.13,1108.06,1319100000,1108.06
2004-03-25,1091.33,1110.38,1091.33,1109.19,1471700000,1109.19
2004-03-24,1093.95,1098.32,1087.16,1091.33,1527800000,1091.33
2004-03-23,1095.40,1101.52,1091.57,1093.95,1458200000,1093.95
2004-03-22,1109.78,1109.78,1089.54,1095.40,1452300000,1095.40
2004-03-19,1122.32,1122.72,1109.69,1109.78,1457400000,1109.78
2004-03-18,1123.75,1125.50,1113.25,1122.32,1369200000,1122.32
2004-03-17,1110.70,1125.76,1110.70,1123.75,1490100000,1123.75
2004-03-16,1104.49,1113.76,1102.61,1110.70,1500700000,1110.70
2004-03-15,1120.57,1120.57,1103.36,1104.49,1600600000,1104.49
2004-03-12,1106.78,1120.63,1106.78,1120.57,1388500000,1120.57
2004-03-11,1123.89,1125.96,1105.87,1106.78,1889900000,1106.78
2004-03-10,1140.58,1141.45,1122.53,1123.89,1648400000,1123.89
2004-03-09,1147.20,1147.32,1136.84,1140.58,1499400000,1140.58
2004-03-08,1156.86,1159.94,1146.97,1147.20,1254400000,1147.20
2004-03-05,1154.87,1163.23,1148.77,1156.86,1398200000,1156.86
2004-03-04,1151.03,1154.97,1149.81,1154.87,1265800000,1154.87
2004-03-03,1149.10,1152.44,1143.78,1151.03,1334500000,1151.03
2004-03-02,1155.97,1156.54,1147.31,1149.10,1476000000,1149.10
2004-03-01,1144.94,1157.45,1144.94,1155.97,1497100000,1155.97
2004-02-27,1145.80,1151.68,1141.80,1144.94,1540400000,1144.94
2004-02-26,1143.67,1147.23,1138.62,1144.91,1383900000,1144.91
2004-02-25,1139.09,1145.24,1138.96,1143.67,1360700000,1143.67
2004-02-24,1140.99,1144.54,1134.43,1139.09,1543600000,1139.09
2004-02-23,1144.11,1146.69,1136.98,1140.99,1380400000,1140.99
2004-02-20,1147.06,1149.81,1139.00,1144.11,1479600000,1144.11
2004-02-19,1151.82,1158.57,1146.85,1147.06,1562800000,1147.06
2004-02-18,1156.99,1157.40,1149.54,1151.82,1382400000,1151.82
2004-02-17,1145.81,1158.98,1145.81,1156.99,1396500000,1156.99
2004-02-13,1152.11,1156.88,1143.24,1145.81,1329200000,1145.81
2004-02-12,1157.76,1157.76,1151.44,1152.11,1464300000,1152.11
2004-02-11,1145.54,1158.89,1142.33,1157.76,1699300000,1157.76
2004-02-10,1139.81,1147.02,1138.70,1145.54,1403900000,1145.54
2004-02-09,1142.76,1144.46,1139.21,1139.81,1303500000,1139.81
2004-02-06,1128.59,1142.79,1128.39,1142.76,1477600000,1142.76
2004-02-05,1126.52,1131.17,1124.44,1128.59,1566600000,1128.59
2004-02-04,1136.03,1136.03,1124.74,1126.52,1634800000,1126.52
2004-02-03,1135.26,1137.44,1131.33,1136.03,1476900000,1136.03
2004-02-02,1131.13,1142.45,1127.87,1135.26,1599200000,1135.26
2004-01-30,1134.11,1134.17,1127.73,1131.13,1635000000,1131.13
2004-01-29,1128.48,1134.39,1122.38,1134.11,1921900000,1134.11
2004-01-28,1144.05,1149.14,1126.50,1128.48,1842000000,1128.48
2004-01-27,1155.37,1155.37,1144.05,1144.05,1673100000,1144.05
2004-01-26,1141.55,1155.38,1141.00,1155.37,1480600000,1155.37
2004-01-23,1143.94,1150.31,1136.85,1141.55,1561200000,1141.55
2004-01-22,1147.62,1150.51,1143.01,1143.94,1693700000,1143.94
2004-01-21,1138.77,1149.21,1134.62,1147.62,1757600000,1147.62
2004-01-20,1139.83,1142.93,1135.40,1138.77,1698200000,1138.77
2004-01-16,1132.05,1139.83,1132.05,1139.83,1721100000,1139.83
2004-01-15,1130.52,1137.11,1124.54,1132.05,1695000000,1132.05
2004-01-14,1121.22,1130.75,1121.22,1130.52,1514600000,1130.52
2004-01-13,1127.23,1129.07,1115.19,1121.22,1595900000,1121.22
2004-01-12,1121.86,1127.85,1120.90,1127.23,1510200000,1127.23
2004-01-09,1131.92,1131.92,1120.90,1121.86,1720700000,1121.86
2004-01-08,1126.33,1131.92,1124.91,1131.92,1868400000,1131.92
2004-01-07,1123.67,1126.33,1116.45,1126.33,1704900000,1126.33
2004-01-06,1122.22,1124.46,1118.44,1123.67,1494500000,1123.67
2004-01-05,1108.48,1122.22,1108.48,1122.22,1578200000,1122.22
2004-01-02,1111.92,1118.85,1105.08,1108.48,1153200000,1108.48
