2453671,10/27/2005,Thu,0.82321
2453672,10/28/2005,Fri,0.8272
2453675,10/31/2005,Mon,0.83376
2453676,11/1/2005,Tue,0.83353
2453677,11/2/2005,Wed,0.82873
2453678,11/3/2005,Thu,0.83561
2453679,11/4/2005,Fri,0.84558
2453682,11/7/2005,Mon,0.84795
2453683,11/8/2005,Tue,0.84942
2453684,11/9/2005,Wed,0.85122
2453685,11/10/2005,Thu,0.85176
2453689,11/14/2005,Mon,0.85724
2453690,11/15/2005,Tue,0.85512
2453691,11/16/2005,Wed,0.85667
2453692,11/17/2005,Thu,0.8537
2453693,11/18/2005,Fri,0.8516
2453696,11/21/2005,Mon,0.85226
2453697,11/22/2005,Tue,0.85211
2453698,11/23/2005,Wed,0.84767
2453699,11/24/2005,Thu,0.84866
2453700,11/25/2005,Fri,0.85299
2453703,11/28/2005,Mon,0.84723
2453704,11/29/2005,Tue,0.84858
2453705,11/30/2005,Wed,0.84822
2453706,12/1/2005,Thu,0.85456
2453707,12/2/2005,Fri,0.8543
2453710,12/5/2005,Mon,0.84839
2453711,12/6/2005,Tue,0.84865
2453712,12/7/2005,Wed,0.85312
2453713,12/8/2005,Thu,0.84537
2453714,12/9/2005,Fri,0.84556
2453717,12/12/2005,Mon,0.83548
2453718,12/13/2005,Tue,0.83855
2453719,12/14/2005,Wed,0.83047
2453720,12/15/2005,Thu,0.83534
2453721,12/16/2005,Fri,0.83248
2453724,12/19/2005,Mon,0.83356
2453725,12/20/2005,Tue,0.84405
2453726,12/21/2005,Wed,0.8463
2453727,12/22/2005,Thu,0.84167
2453728,12/23/2005,Fri,0.84346
2453733,12/28/2005,Wed,0.84206
2453734,12/29/2005,Thu,0.84415
2453735,12/30/2005,Fri,0.84455
